Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Country_Encoded
WOODEN OWLS LIGHT GARLAND ,-0.050120783529626144,2011-11-21 13:40:00,0.05129513971580809,12921,United Kingdom,-0.01746202635764085,35
MIRRORED WALL ART SKULLS,-0.005510674390618371,2011-07-15 14:34:00,-0.08446468101554117,12621,Germany,-0.023933038666493652,14
S/4 VALENTINE DECOUPAGE HEART BOX,-0.06684957445675406,2011-03-06 12:46:00,-0.007534115934443245,13263,United Kingdom,-0.0629208878273318,35
SET 20 NAPKINS FAIRY CAKES DESIGN ,-0.06684957445675406,2011-06-09 16:10:00,-0.10256599044638771,17841,United Kingdom,-0.06971545075162723,35
PLEASE ONE PERSON METAL SIGN,-0.06684957445675406,2011-10-02 15:07:00,-0.0459993984749922,16533,United Kingdom,-0.06567106805859423,35
PAPER CHAIN KIT 50'S CHRISTMAS ,-0.038968256244874204,2011-12-01 12:42:00,-0.007534115934443245,16156,United Kingdom,-0.01519717204954236,35
PACK OF 12 RED RETROSPOT TISSUES ,-0.06684957445675406,2011-09-26 15:28:00,-0.10347105591793004,14096,United Kingdom,-0.06978016087471577,35
MIRRORED DISCO BALL ,-0.06127331081437809,2011-11-11 12:44:00,0.128225704796906,12985,United Kingdom,-0.03396310774521549,35
LAUNDRY 15C METAL SIGN,-0.06127331081437809,2011-11-10 12:37:00,-0.0297082199872303,14096,United Kingdom,-0.05654694070311178,35
PLEASE ONE PERSON METAL SIGN,-0.050120783529626144,2011-02-16 11:03:00,-0.0459993984749922,15059,United Kingdom,-0.0452873792857079,35
DOLLY GIRL LUNCH BOX,-0.06684957445675406,2011-08-28 12:31:00,-0.05278738951155967,16686,United Kingdom,-0.0661563939817582,35
EDWARDIAN PHOTO FRAME,-0.06127331081437809,2011-10-30 11:47:00,0.1418016868700409,14546,United Kingdom,-0.03202180405255965,35
PINK BABY BUNTING,-0.016663201675370314,2011-05-06 09:00:00,-0.007534115934443245,13952,United Kingdom,0.022981800572689167,35
JUMBO BAG PINK POLKADOT,-0.016663201675370314,2011-04-13 15:52:00,-0.04690446394653453,17091,United Kingdom,-0.005167102970820523,35
HEART CALCULATOR,-0.06684957445675406,2010-12-08 12:08:00,-0.08446468101554117,14606,United Kingdom,-0.06842124828985667,35
BLUE STRIPE CERAMIC DRAWER KNOB,-0.038968256244874204,2011-03-15 15:06:00,-0.08446468101554117,15867,United Kingdom,-0.04819933482469166,35
SET OF 4 PANTRY JELLY MOULDS,-0.06684957445675406,2011-04-15 15:58:00,-0.08446468101554117,14056,United Kingdom,-0.06842124828985667,35
PINK DINER WALL CLOCK,-0.06684957445675406,2011-08-05 16:43:00,0.24362155241855282,13451,United Kingdom,-0.04496382867026526,35
RETROSPOT TEA SET CERAMIC 11 PC ,-0.05569704717200212,2011-07-03 11:40:00,0.08297243121978959,16931,United Kingdom,-0.02441836458965761,35
CHILDS GARDEN TROWEL PINK,-0.005510674390618371,2011-01-06 17:58:00,-0.10256599044638771,16306,United Kingdom,-0.03946346820774038,35
PINK SMALL JEWELLED PHOTOFRAME,-0.06684957445675406,2010-12-15 16:32:00,-0.0663633715846946,16725,United Kingdom,-0.06712704582808611,35
"FANCY FONT BIRTHDAY CARD, ",-0.005510674390618371,2011-06-07 13:19:00,-0.12202489808454779,17015,United Kingdom,-0.05615867996458061,35
MIRRORED DISCO BALL ,-0.050120783529626144,2011-01-23 14:29:00,0.128225704796906,17858,United Kingdom,0.004539415492458681,35
POPCORN HOLDER,-0.038968256244874204,2011-10-17 14:12:00,-0.10256599044638771,16932,United Kingdom,-0.05596454959531503,35
SET OF 12 FAIRY CAKE BAKING CASES,-0.027815728960122257,2011-12-09 12:19:00,-0.10347105591793004,17581,United Kingdom,-0.050981870117498364,35
DAIRY MAID TRADITIONAL TEAPOT ,-0.06127331081437809,2011-01-14 09:52:00,0.17347897837402243,13385,United Kingdom,-0.02749209543636269,35
POSTAGE,-0.06127331081437809,2011-04-17 11:21:00,0.6735276514011588,12681,France,0.04401259057646077,13
STORAGE TIN VINTAGE LEAF,-0.06127331081437809,2011-09-18 15:32:00,-0.010249312349070233,14769,United Kingdom,-0.05376440541030507,35
OFFICE MUG WARMER CHOC+BLUE,-0.06127331081437809,2011-10-31 12:01:00,-0.007534115934443245,16931,United Kingdom,-0.053376144671773894,35
DECROTIVEVINTAGE COFFEE GRINDER BOX,-0.05569704717200212,2011-10-21 09:20:00,0.08297243121978959,14911,EIRE,-0.02441836458965761,10
TOADSTOOL BEDSIDE LIGHT ,-0.06684957445675406,2011-12-05 11:13:00,0.26398552552825516,12841,United Kingdom,-0.04350785090077338,35
VINTAGE SNAP CARDS,-0.005510674390618371,2010-12-01 16:33:00,-0.10256599044638771,14142,United Kingdom,-0.03946346820774038,35
SOAP DISH BROCANTE,-0.027815728960122257,2011-06-06 13:48:00,-0.007534115934443245,14156,EIRE,0.0038923142615734036,10
SET OF 3 WOODEN TREE DECORATIONS,-0.05569704717200212,2011-10-19 13:58:00,-0.08446468101554117,14704,United Kingdom,-0.06033248290379067,35
SET OF 2 TEA TOWELS APPLE AND PEARS,-0.038968256244874204,2011-11-10 15:23:00,0.006041866138691672,16169,United Kingdom,-0.009373260971574846,35
JUMBO BAG PINK POLKADOT,-0.06127331081437809,2011-05-11 12:58:00,-0.04690446394653453,18118,United Kingdom,-0.05900592538047584,35
JAM JAR WITH GREEN LID,0.061404489317893295,2011-10-21 12:52:00,-0.10256599044638771,12646,USA,-0.006461305432591089,33
POLKADOT PEN,0.1952348167349166,2011-04-06 15:47:00,-0.10256599044638771,13771,United Kingdom,0.05954302011770749,35
CERAMIC PIRATE CHEST MONEY BANK,-0.005510674390618371,2011-07-22 13:59:00,-0.07541402630011788,12627,Germany,-0.016167823895870292,14
REX CASH+CARRY JUMBO SHOPPER,-0.06127331081437809,2011-10-30 11:25:00,-0.0980406630886761,15860,United Kingdom,-0.0663181692894795,35
LAVENDER TOILETTE BOTTLE,-0.06684957445675406,2011-11-16 15:52:00,-0.04690446394653453,12748,United Kingdom,-0.06573577818168275,35
PAPER CHAIN KIT SKULLS ,-0.06684957445675406,2011-02-28 11:19:00,-0.007534115934443245,15039,United Kingdom,-0.0629208878273318,35
KNICKERBOCKERGLORY MAGNET ASSORTED ,-0.005510674390618371,2011-10-09 11:32:00,-0.10347105591793004,16248,United Kingdom,-0.04023998968480272,35
TRADITIONAL MODELLING CLAY,-0.06127331081437809,2011-05-12 16:29:00,-0.08446468101554117,14651,United Kingdom,-0.06437686559682367,35
ASSORTED MONKEY SUCTION CUP HOOK,-0.038968256244874204,2011-01-16 13:51:00,-0.12202489808454779,17841,United Kingdom,-0.06431215547373514,35
SET OF 4 JAM JAR MAGNETS,-0.038968256244874204,2011-10-25 16:14:00,-0.04690446394653453,14085,United Kingdom,-0.03208651417564818,35
SUKI  SHOULDER BAG,-0.016663201675370314,2011-06-07 13:38:00,-0.0663633715846946,17429,United Kingdom,-0.01907977943485405,35
GYMKHANA TREASURE BOOK BOX,-0.027815728960122257,2011-12-04 12:01:00,-0.039211407438424745,13596,United Kingdom,-0.014226520203214448,35
3 TRADITIONAl BISCUIT CUTTERS  SET,-0.06684957445675406,2011-06-28 14:58:00,-0.0459993984749922,13614,United Kingdom,-0.06567106805859423,35
HAND WARMER BABUSHKA DESIGN,-0.06127331081437809,2011-03-18 12:35:00,-0.0459993984749922,15019,United Kingdom,-0.05887650513429879,35
TEA COSY RED  STRIPE,-0.038968256244874204,2011-10-27 14:03:00,-0.025635425365289826,16265,United Kingdom,-0.022962386820165735,35
ENAMEL MEASURING JUG CREAM,-0.050120783529626144,2011-09-23 14:49:00,0.05129513971580809,14911,EIRE,-0.01746202635764085,10
JUMBO  BAG BAROQUE BLACK WHITE,-0.06684957445675406,2011-06-30 16:39:00,-0.04690446394653453,15584,United Kingdom,-0.06573577818168275,35
PACK OF 20 SPACEBOY NAPKINS,-0.06127331081437809,2011-01-11 12:55:00,-0.10256599044638771,15518,United Kingdom,-0.06696527052036479,35
SET OF 6 SPICE TINS PANTRY DESIGN,-0.050120783529626144,2011-01-11 11:18:00,0.03771915764267317,15346,United Kingdom,-0.021344633742952528,35
RED RETROSPOT BUTTER DISH,-0.038968256244874204,2011-05-26 12:46:00,0.08297243121978959,14210,United Kingdom,0.023628901803574454,35
FRENCH BATHROOM SIGN BLUE METAL,0.061404489317893295,2011-02-04 10:38:00,-0.0663633715846946,12410,Switzerland,0.0556604127323958,32
POCKET BAG BLUE PAISLEY RED SPOT,-0.06684957445675406,2011-07-24 10:37:00,-0.08446468101554117,16241,United Kingdom,-0.06842124828985667,35
MINI PLAYING CARDS DOLLY GIRL ,0.03909943474838941,2011-10-18 12:17:00,-0.12474009449917478,14298,United Kingdom,-0.049169986671019586,35
HEART MINI PORTRAIT FRAME,-0.050120783529626144,2011-11-01 11:39:00,-0.05278738951155967,14995,United Kingdom,-0.04722868297836374,35
TRAVEL CARD WALLET FLOWER MEADOW,0.061404489317893295,2011-05-19 10:38:00,-0.12202489808454779,18145,United Kingdom,-0.03985172894627154,35
HAND WARMER OWL DESIGN,-0.044544519887250174,2011-09-07 15:52:00,-0.0459993984749922,15752,United Kingdom,-0.038492816361412455,35
RED RETROSPOT LUGGAGE TAG,-0.06684957445675406,2011-05-04 10:58:00,-0.08446468101554117,18118,United Kingdom,-0.06842124828985667,35
PLASTERS IN TIN VINTAGE PAISLEY ,-0.005510674390618371,2011-05-24 13:46:00,-0.0663633715846946,17272,United Kingdom,-0.008402609125246934,35
BLUE POLKADOT GARDEN PARASOL,-0.06127331081437809,2011-05-23 14:11:00,0.21873225195113885,17686,United Kingdom,-0.02102108312750989,35
GYMKHANA TREASURE BOOK BOX,-0.027815728960122257,2011-05-11 14:37:00,-0.039211407438424745,12649,Germany,-0.014226520203214448,14
RED RETROSPOT CHARLOTTE BAG,-0.016663201675370314,2011-08-26 14:04:00,-0.10256599044638771,15641,United Kingdom,-0.04496382867026526,35
CERAMIC BOWL WITH STRAWBERRY DESIGN,-0.038968256244874204,2011-11-21 09:11:00,-0.007534115934443245,12462,Spain,-0.01519717204954236,30
HOME SMALL WOOD LETTERS,-0.06684957445675406,2010-12-14 13:31:00,0.08297243121978959,14415,United Kingdom,-0.056449875518478985,35
PAPER CHAIN KIT SKULLS ,-0.06684957445675406,2011-03-07 14:51:00,-0.007534115934443245,15752,United Kingdom,-0.0629208878273318,35
HOME BUILDING BLOCK WORD,-0.05569704717200212,2011-07-14 12:17:00,0.128225704796906,15402,United Kingdom,-0.014711846126378403,35
LUNCH BAG SUKI DESIGN ,-0.016663201675370314,2011-07-15 08:09:00,-0.0663633715846946,12928,United Kingdom,-0.01907977943485405,35
PAPER CHAIN KIT VINTAGE CHRISTMAS,-0.038968256244874204,2011-11-21 14:49:00,-0.007534115934443245,17010,United Kingdom,-0.01519717204954236,35
SKETCHBOOK MAGNETIC SHOPPING LIST,0.061404489317893295,2011-10-05 09:46:00,-0.07541402630011788,12481,Germany,0.040129983191149084,14
DOORMAT FANCY FONT HOME SWEET HOME,-0.06684957445675406,2011-11-13 15:19:00,0.23230823402427372,15411,United Kingdom,-0.04577270520887186,35
MAKE YOUR OWN PLAYTIME CARD KIT,-0.06127331081437809,2011-03-06 12:20:00,-0.007534115934443245,17769,United Kingdom,-0.053376144671773894,35
BOX OF VINTAGE ALPHABET BLOCKS,-0.038968256244874204,2010-12-16 16:05:00,0.3092387991053716,14735,United Kingdom,0.12069408643636646,35
SET OF 6 T-LIGHTS SANTA,-0.005510674390618371,2011-11-24 15:01:00,-0.007534115934443245,14277,France,0.04207128688380495,13
DOG BOWL VINTAGE CREAM,-0.050120783529626144,2011-02-07 14:51:00,0.05129513971580809,12359,Cyprus,-0.01746202635764085,7
SINGLE HEART ZINC T-LIGHT HOLDER,0.1952348167349166,2011-04-26 14:12:00,-0.0980406630886761,15939,United Kingdom,0.07507344965895421,35
LARGE WHITE HEART OF WICKER,-0.06127331081437809,2011-07-29 11:49:00,-0.007534115934443245,14499,United Kingdom,-0.053376144671773894,35
DRAWER KNOB CRACKLE GLAZE PINK,-0.038968256244874204,2011-10-30 13:39:00,-0.0663633715846946,14755,United Kingdom,-0.0404341200540683,35
MAGIC DRAWING SLATE CIRCUS PARADE  ,-0.06684957445675406,2011-09-12 13:43:00,-0.12202489808454779,16984,United Kingdom,-0.07110671839803058,35
ENCHANTED BIRD COATHANGER 5 HOOK,-0.027815728960122257,2011-01-11 08:50:00,0.07075404735396813,17450,United Kingdom,0.04867171943883478,35
PEG BAG APPLES DESIGN,-0.038968256244874204,2011-04-13 09:32:00,-0.025635425365289826,14931,Channel Islands,-0.022962386820165735,6
PACK OF 12 RED RETROSPOT TISSUES ,0.061404489317893295,2011-11-22 11:04:00,-0.12338249629186127,14911,EIRE,-0.04218129337745856,10
PHOTO FRAME CORNICE,-0.06684957445675406,2011-10-10 17:12:00,0.12098518102456737,14096,United Kingdom,-0.05373205034876081,35
FAIRY DREAMS INCENSE ,0.06698075296026927,2011-06-29 12:16:00,-0.13152808553574225,17730,United Kingdom,-0.055479223672151065,35
GUMBALL MAGAZINE RACK,-0.06684957445675406,2011-06-10 12:01:00,0.2051562698780039,16005,United Kingdom,-0.0477140089015277,35
ZINC HERB GARDEN CONTAINER,-0.044544519887250174,2011-05-11 13:20:00,0.1418016868700409,14277,France,0.02864393634293537,13
ANTIQUE SILVER TEA GLASS ETCHED,0.061404489317893295,2010-12-15 11:32:00,-0.08446468101554117,13495,United Kingdom,0.024599553649902368,35
SEASIDE FLYING DISC,-0.06684957445675406,2011-10-20 15:57:00,-0.08446468101554117,17571,United Kingdom,-0.06842124828985667,35
ALARM CLOCK BAKELIKE RED ,-0.06684957445675406,2011-11-22 13:22:00,0.02866850292724988,12748,United Kingdom,-0.06033248290379067,35
SOLDIERS EGG CUP ,-0.05569704717200212,2011-12-02 10:52:00,-0.08446468101554117,12856,United Kingdom,-0.06033248290379067,35
CERAMIC HEART FAIRY CAKE MONEY BANK,-0.005510674390618371,2010-12-06 10:19:00,-0.07541402630011788,14748,United Kingdom,-0.016167823895870292,35
SET OF 6 TEA TIME BAKING CASES,-0.06127331081437809,2011-12-05 14:03:00,-0.08446468101554117,15097,United Kingdom,-0.06437686559682367,35
PLASTERS IN TIN SPACEBOY,-0.005510674390618371,2011-09-21 15:15:00,-0.0663633715846946,14780,United Kingdom,-0.008402609125246934,35
72 SWEETHEART FAIRY CAKE CASES,-0.050120783529626144,2011-07-24 10:49:00,-0.11614197251952264,17265,United Kingdom,-0.06534751744315159,35
AIRLINE BAG VINTAGE JET SET BROWN,-0.06684957445675406,2011-06-20 13:14:00,0.05129513971580809,16713,United Kingdom,-0.058714729826577466,35
KEY CABINET MA CAMPAGNE,-0.027815728960122257,2011-05-05 15:31:00,0.3092387991053716,12747,United Kingdom,0.18508065890945186,35
ZINC METAL HEART DECORATION,-0.005510674390618371,2011-09-19 10:51:00,-0.08446468101554117,13562,United Kingdom,-0.023933038666493652,35
MISTLETOE HEART WREATH GREEN,-0.027815728960122257,2011-09-29 17:34:00,0.04676981235809646,15949,United Kingdom,0.03495317334406686,35
MEMO BOARD COTTAGE DESIGN,-0.06127331081437809,2011-02-08 11:36:00,0.08297243121978959,17787,United Kingdom,-0.040434120054068295,35
PINK HEART RED HANDBAG,-0.06684957445675406,2011-01-16 16:23:00,-0.007534115934443245,17609,United Kingdom,-0.0629208878273318,35
GLASS  BEURRE DISH,-0.050120783529626144,2011-02-28 12:47:00,0.03771915764267317,15227,United Kingdom,-0.021344633742952528,35
DOORMAT KEEP CALM AND COME IN,-0.06684957445675406,2011-07-28 16:06:00,0.21873225195113885,12743,Unspecified,-0.04674335705519978,36
GREEN REGENCY TEACUP AND SAUCER,-0.038968256244874204,2011-09-07 16:00:00,-0.007534115934443245,14156,EIRE,-0.01519717204954236,10
BLUE DINER WALL CLOCK,-0.06127331081437809,2011-04-19 11:19:00,0.24362155241855282,14211,United Kingdom,-0.01746202635764085,35
GYMKHANA TREASURE BOOK BOX,-0.027815728960122257,2011-10-07 12:44:00,-0.039211407438424745,13276,United Kingdom,-0.014226520203214448,35
MONSTERS STENCIL CRAFT,0.061404489317893295,2011-10-27 15:33:00,-0.08446468101554117,16416,United Kingdom,0.024599553649902368,35
TRAVEL CARD WALLET TRANSPORT,0.1952348167349166,2011-04-05 14:51:00,-0.12202489808454779,16394,United Kingdom,-0.007237826909653421,35
JUMBO BAG RED RETROSPOT,-0.06684957445675406,2010-12-12 11:17:00,-0.05278738951155967,14159,United Kingdom,-0.0661563939817582,35
12 PENCIL SMALL TUBE WOODLAND,-0.005510674390618371,2011-05-23 11:07:00,-0.11161664516181101,14049,United Kingdom,-0.04722868297836374,35
6 GIFT TAGS VINTAGE CHRISTMAS ,-0.016663201675370314,2011-11-24 16:59:00,-0.10347105591793004,15910,United Kingdom,-0.045610929901150545,35
STRAWBERRY SHOPPER BAG,-0.016663201675370314,2011-08-22 10:47:00,-0.08446468101554117,16201,United Kingdom,-0.03202180405255965,35
PIECE OF CAMO STATIONERY SET,0.529810635277475,2011-06-16 14:46:00,-0.13741101110076737,16843,United Kingdom,-0.04451085780864556,35
WHITE HANGING HEART T-LIGHT HOLDER,-0.044544519887250174,2011-08-08 12:20:00,-0.007534115934443245,16458,United Kingdom,-0.024741915205100252,35
VINYL RECORD FRAME SILVER,-0.038968256244874204,2011-10-13 16:24:00,0.02866850292724988,14555,United Kingdom,0.00033325749170435746,35
BOX OF 6 MINI 50'S CRACKERS,-0.05569704717200212,2011-11-28 14:06:00,-0.028350621779916794,16800,United Kingdom,-0.04829640000932445,35
CERAMIC CHERRY CAKE MONEY BANK,-0.005510674390618371,2011-02-03 13:26:00,-0.07541402630011788,14156,EIRE,-0.016167823895870292,10
CHOCOLATE CALCULATOR,-0.05569704717200212,2011-08-21 16:24:00,-0.0663633715846946,15547,United Kingdom,-0.056449875518478985,35
SMALL GLASS SUNDAE DISH CLEAR,-0.05569704717200212,2011-07-03 12:27:00,-0.0663633715846946,17939,United Kingdom,-0.056449875518478985,35
EDWARDIAN PHOTO FRAME,-0.06127331081437809,2011-05-16 10:46:00,0.1418016868700409,14211,United Kingdom,-0.03202180405255965,35
VINTAGE UNION JACK BUNTING,-0.06127331081437809,2011-02-23 15:11:00,0.24362155241855282,14562,United Kingdom,-0.01746202635764085,35
6 RIBBONS RUSTIC CHARM,-0.038968256244874204,2011-10-18 17:04:00,-0.05278738951155967,17576,United Kingdom,-0.03461020897610078,35
PAPER CHAIN KIT 50'S CHRISTMAS ,-0.050120783529626144,2011-11-01 11:35:00,-0.007534115934443245,16960,United Kingdom,-0.03428665836065813,35
WRAP VINTAGE PETALS  DESIGN,0.06698075296026927,2011-01-30 15:48:00,-0.12202489808454779,17463,United Kingdom,-0.038492816361412455,35
LUNCH BAG CARS BLUE,-0.016663201675370314,2011-08-16 09:39:00,-0.0663633715846946,14006,United Kingdom,-0.01907977943485405,35
MOODY GIRL DOOR HANGER ,-0.06127331081437809,2011-11-08 14:22:00,-0.12338249629186127,12748,United Kingdom,-0.06994193618243708,35
POSTAGE,-0.06127331081437809,2011-11-10 17:27:00,0.5377678306698095,14646,Netherlands,0.024599553649902368,23
TEA PARTY  WRAPPING PAPER ,0.20638734401966854,2011-08-04 10:38:00,-0.12202489808454779,13098,United Kingdom,-0.004520001739935244,35
VINTAGE UNION JACK SHOPPING BAG,-0.05569704717200212,2011-10-09 13:11:00,0.08297243121978959,15787,United Kingdom,-0.02441836458965761,35
RED SPOTTY BISCUIT TIN,0.32906514415193994,2011-02-09 11:21:00,0.006041866138691672,12753,Japan,0.6846428091528882,19
POPPY'S PLAYHOUSE BEDROOM ,-0.038968256244874204,2011-11-15 15:22:00,-0.0459993984749922,14911,EIRE,-0.03169825343711701,10
PACK OF 12 SUKI TISSUES ,-0.027815728960122257,2011-10-19 12:35:00,-0.12338249629186127,17841,United Kingdom,-0.062370851781079296,35
RED  HARMONICA IN BOX ,0.061404489317893295,2011-08-22 10:59:00,-0.08446468101554117,16652,United Kingdom,0.024599553649902368,35
S/15 SILVER GLASS BAUBLES IN BAG,-0.005510674390618371,2010-12-08 15:39:00,-0.08446468101554117,13758,United Kingdom,-0.023933038666493652,35
CHRISTMAS STAR WISH LIST CHALKBOARD,-0.005510674390618371,2011-12-05 14:30:00,-0.12338249629186127,13089,United Kingdom,-0.05732346218017411,35
YELLOW GIANT GARDEN THERMOMETER,-0.06127331081437809,2011-07-11 14:47:00,0.128225704796906,12717,Greece,-0.03396310774521549,15
MODERN FLORAL STATIONERY SET,-0.06127331081437809,2011-10-23 15:29:00,-0.08446468101554117,14432,United Kingdom,-0.06437686559682367,35
BLUE CALCULATOR RULER,-0.06684957445675406,2011-04-07 12:29:00,-0.08446468101554117,14465,United Kingdom,-0.06842124828985667,35
SET OF 20 VINTAGE CHRISTMAS NAPKINS,-0.06127331081437809,2011-11-13 13:45:00,-0.10256599044638771,13379,United Kingdom,-0.06696527052036479,35
KIDS RAIN MAC BLUE,0.061404489317893295,2011-10-25 15:36:00,-0.10256599044638771,15630,United Kingdom,-0.006461305432591089,35
LARGE CAKE STAND  HANGING STRAWBERY,-0.005510674390618371,2011-11-23 11:42:00,0.24362155241855282,16954,United Kingdom,0.25755599676860325,35
POLYESTER FILLER PAD 45x30cm,-0.06127331081437809,2011-06-09 16:10:00,-0.07541402630011788,17841,United Kingdom,-0.0630826631350531,35
LUNCH BAG SUKI DESIGN ,-0.06127331081437809,2011-07-27 15:09:00,-0.0663633715846946,14534,United Kingdom,-0.061788460673282544,35
LUNCH BAG DOLLY GIRL DESIGN,-0.06127331081437809,2010-12-12 11:17:00,-0.0663633715846946,14159,United Kingdom,-0.061788460673282544,35
ENGLISH ROSE NOTEBOOK A7 SIZE,0.01679438017888552,2011-12-04 12:13:00,-0.12202489808454779,13822,United Kingdom,-0.05072302962514426,35
FUNKY DIVA PEN,0.1952348167349166,2011-04-14 11:48:00,-0.10256599044638771,16187,United Kingdom,0.05954302011770749,35
DOORMAT FANCY FONT HOME SWEET HOME,-0.06127331081437809,2011-02-03 10:41:00,0.21873225195113885,12502,Spain,-0.02102108312750989,30
SET OF 4 PANTRY JELLY MOULDS,-0.06684957445675406,2011-09-04 16:12:00,-0.08446468101554117,16629,United Kingdom,-0.06842124828985667,35
LARGE APOTHECARY MEASURING JAR ,-0.06684957445675406,2011-09-22 14:13:00,0.4246346467270185,16669,United Kingdom,-0.03202180405255965,35
ENVELOPE 50 CURIOUS IMAGES,-0.05569704717200212,2011-05-09 15:34:00,-0.12202489808454779,12867,United Kingdom,-0.0683888932283124,35
VINTAGE CHRISTMAS GIFT SACK,-0.050120783529626144,2011-10-05 12:49:00,0.04676981235809646,14534,United Kingdom,-0.018756228819411407,35
ENGLISH ROSE NOTEBOOK A7 SIZE,0.01679438017888552,2011-10-27 16:23:00,-0.12202489808454779,13654,United Kingdom,-0.05072302962514426,35
10 COLOUR SPACEBOY PEN,-0.06127331081437809,2010-12-02 11:57:00,-0.10256599044638771,14390,United Kingdom,-0.06696527052036479,35
HOLIDAY FUN LUDO,-0.027815728960122257,2011-05-10 11:54:00,0.02866850292724988,17597,United Kingdom,0.024599553649902368,35
SET OF 4 KNICK KNACK TINS DOILY ,-0.038968256244874204,2011-09-12 11:25:00,0.04676981235809646,13431,United Kingdom,0.008098472262327728,35
PHOTO FRAME CORNICE,-0.06684957445675406,2011-01-31 14:07:00,-0.007534115934443245,17580,United Kingdom,-0.0629208878273318,35
CHILDREN'S APRON DOLLY GIRL ,-0.06684957445675406,2011-11-24 11:11:00,-0.0459993984749922,17346,United Kingdom,-0.06567106805859423,35
BANQUET BIRTHDAY  CARD  ,-0.005510674390618371,2011-07-31 11:48:00,-0.12202489808454779,13316,United Kingdom,-0.05615867996458061,35
GIANT 50'S CHRISTMAS CRACKER,0.061404489317893295,2011-08-16 11:37:00,-0.010249312349070233,15140,United Kingdom,0.15194907588812553,35
TRADITIONAL WOODEN CATCH CUP GAME ,-0.06127331081437809,2011-12-05 12:40:00,-0.08446468101554117,15033,United Kingdom,-0.06437686559682367,35
IVORY REFECTORY CLOCK,-0.06127331081437809,2011-09-11 10:57:00,0.3092387991053716,15159,United Kingdom,-0.008079058509804291,35
RECIPE BOX RETROSPOT ,-0.038968256244874204,2011-02-10 14:49:00,-0.007534115934443245,13468,United Kingdom,-0.01519717204954236,35
6 GIFT TAGS VINTAGE CHRISTMAS ,-0.005510674390618371,2011-11-10 10:53:00,-0.10347105591793004,12682,France,-0.04023998968480272,13
STOOL HOME SWEET HOME ,-0.06684957445675406,2011-09-27 10:08:00,0.4246346467270185,14272,United Kingdom,-0.03202180405255965,35
BLUE VINTAGE SPOT BEAKER,0.061404489317893295,2011-08-18 08:49:00,-0.10256599044638771,12688,Israel,-0.006461305432591089,17
OVAL  MINI PORTRAIT FRAME,-0.06127331081437809,2011-11-06 14:45:00,-0.05278738951155967,14502,United Kingdom,-0.05984715698062671,35
RIBBON REEL CHRISTMAS SOCK BAUBLE,-0.016663201675370314,2011-09-19 10:10:00,-0.0663633715846946,14934,Channel Islands,-0.01907977943485405,6
FELTCRAFT GIRL AMELIE KIT,-0.050120783529626144,2011-08-03 14:07:00,0.08297243121978959,13851,United Kingdom,-0.008402609125246924,35
WOODLAND CHARLOTTE BAG,-0.016663201675370314,2011-04-18 11:59:00,-0.10256599044638771,16746,United Kingdom,-0.04496382867026526,35
HANGING ENGRAVED METAL HEART,-0.050120783529626144,2011-06-26 13:45:00,0.04676981235809646,17593,United Kingdom,-0.018756228819411407,35
CERAMIC CAKE BOWL + HANGING CAKES,-0.038968256244874204,2011-04-15 09:27:00,-0.007534115934443245,13952,United Kingdom,-0.01519717204954236,35
FELTCRAFT CUSHION OWL,-0.06684957445675406,2010-12-01 14:41:00,0.02866850292724988,17841,United Kingdom,-0.06033248290379067,35
SET OF 4 JAM JAR MAGNETS,-0.06684957445675406,2011-07-22 10:52:00,-0.04690446394653453,17920,United Kingdom,-0.06573577818168275,35
COFFEE MUG APPLES DESIGN,-0.050120783529626144,2011-04-18 11:53:00,-0.025635425365289826,17284,United Kingdom,-0.03946346820774038,35
CHARLOTTE BAG SUKI DESIGN,-0.016663201675370314,2011-08-14 13:21:00,-0.10256599044638771,13515,United Kingdom,-0.04496382867026526,35
BATH BUILDING BLOCK WORD,-0.06684957445675406,2011-01-09 12:53:00,0.128225704796906,16735,United Kingdom,-0.053214369364052584,35
PLASTERS IN TIN WOODLAND ANIMALS,-0.06684957445675406,2011-11-23 11:09:00,-0.0663633715846946,12748,United Kingdom,-0.06712704582808611,35
CHILDRENS APRON SPACEBOY DESIGN,-0.027815728960122257,2011-05-12 09:55:00,-0.05278738951155967,12976,United Kingdom,-0.02199173497383781,35
60 CAKE CASES VINTAGE CHRISTMAS,0.061404489317893295,2011-11-16 17:25:00,-0.11614197251952264,12662,Germany,-0.02975694974446117,14
PING! MICROWAVE PLATE,-0.050120783529626144,2011-05-03 09:44:00,0.02866850292724988,14149,United Kingdom,-0.023933038666493652,35
REGENCY TEA PLATE ROSES ,-0.027815728960122257,2011-08-23 16:16:00,-0.0663633715846946,17315,United Kingdom,-0.029756949744461175,35
WHITE SKULL HOT WATER BOTTLE ,-0.06127331081437809,2011-11-14 13:47:00,0.05129513971580809,17811,United Kingdom,-0.04496382867026526,35
T-LIGHT GLASS FLUTED ANTIQUE,0.32906514415193994,2010-12-05 11:15:00,-0.09306280299519328,16839,United Kingdom,0.17446819872293332,35
ANTIQUE GLASS PEDESTAL BOWL,-0.050120783529626144,2011-10-10 13:30:00,0.02866850292724988,15608,United Kingdom,-0.023933038666493652,35
